Insignia Sports Tourer (facelift 2013) 1.4 Turbo Ecotec Start/stop;2013;5;1364;11,5;NaN;
Insignia Country Tourer 2.0 CDTI Ecotec;2013;5;1956;11,6;NaN;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI Ecotec;2013;5;1956;11,6;NaN;
Insignia Country Tourer 2.0 CDTI Ecotec Automatic;2013;5;1956;11,7;NaN;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI Ecotec Automatic;2013;5;1956;11,7;NaN;
Cascada 1.4 Turbo Ecotec;2013;4;1362;11,9;1701;
Insignia Hatchback (facelift 2013) 1.4 LPG Turbo Ecotec;2013;5;1364;11,9;NaN;
Insignia Hatchback (facelift 2013) 2.0 CDTI Ecotec EcoFLEX Start/stop;2013;5;1956;11,9;NaN;
Insignia Sedan (facelift 2013) 1.4 LPG Turbo Ecotec;2013;5;1364;11,9;NaN;
Insignia Sedan (facelift 2013) 2.0 CDTI Ecotec EcoFLEX Start/stop;2013;5;1956;11,9;NaN;
Insignia Country Tourer 1.8 Ecotec;2013;5;1796;12;NaN;
Insignia Sports Tourer (facelift 2013) 1.8 Ecotec;2013;5;1796;12;NaN;
Insignia Country Tourer 1.4 LPG Turbo Ecotec;2013;5;1364;12,4;NaN;
Insignia Country Tourer 2.0 CDTI Ecotec EcoFLEX Start/stop;2013;5;1956;12,4;NaN;
Insignia Sports Tourer (facelift 2013) 1.4 LPG Turbo Ecotec;2013;5;1364;12,4;NaN;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI Ecotec EcoFLEX Start/stop;2013;5;1956;12,4;NaN;
Insignia Country Tourer 2.0 CDTI Ecotec;2013;5;1956;12,6;NaN;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI Ecotec;2013;5;1956;12,6;NaN;
Adam 1.4 ECOFLEX LPG;2013;4;1398;12,9;1103;
Meriva B 1.7 DTC Automatic;2013;5;1686;12,9;1428;
Insignia Country Tourer OPC 2.8 V6 AWD Turbo Ecotec;2013;5;2792;6,3;NaN;
Insignia Country Tourer 2.0 AWD Turbo Ecotec Automatic;2013;5;1998;8,1;NaN;
Cascada 1.6 Turbo Ecotec Start/stop;2013;4;1598;9,2;1701;
Insignia Hatchback (facelift 2013) 1.6 Turbo Ecotec Start/stop;2013;5;1598;9,2;NaN;
Insignia Sedan (facelift 2013) 1.6 Turbo Ecotec Start/stop;2013;5;1598;9,2;NaN;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI AWD Ecotec Automatic;2013;5;1956;9,2;NaN;
Insignia Country Tourer 2.0 CDTI Ecotec Automatic;2013;5;1956;10,1;NaN;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI Ecotec Automatic;2013;5;1956;10,1;NaN;
Insignia Hatchback (facelift 2013) 2.0 CDTI AWD Ecotec Start/Stop;2013;5;1956;10,2;NaN;
Insignia Sedan (facelift 2013) 2.0 CDTI AWD Ecotec Start/Stop;2013;5;1956;10,2;NaN;
Cascada 2.0 CDTI Ecotec Start/stop;2013;4;1956;10,3;1701;
Insignia Hatchback (facelift 2013) 2.0 CDTI Ecotec;2013;5;1956;11,1;NaN;
Insignia Sedan (facelift 2013) 2.0 CDTI Ecotec;2013;5;1956;11,1;NaN;
Insignia Hatchback (facelift 2013) 2.0 CDTI Ecotec Automatic;2013;5;1956;11,2;NaN;
Insignia Sedan (facelift 2013) 2.0 CDTI Ecotec Automatic;2013;5;1956;11,2;NaN;
Zafira Tourer C 1.6 CDTI Ecotec Start/stop;2013;5;1598;11,2;NaN;
Insignia Hatchback (facelift 2013) 2.0 CDTI Ecotec;2013;5;1956;12,1;NaN;
Insignia Sedan (facelift 2013) 2.0 CDTI Ecotec;2013;5;1956;12,1;NaN;
Vivaro B 1.6 CDTI;2014;9;1598;NaN;1665;
Vivaro B 1.6 CDTI BiTurbo;2014;9;1598;NaN;1665;
Vivaro B 1.6 CDTI;2014;9;1598;NaN;1665;
Vivaro B 1.6 CDTI;2014;9;1598;NaN;1665;
Vivaro B 1.6 CDTI;2014;9;1598;NaN;1665;
Vivaro B 1.6 CDTI BiTurbo Start/stop;2014;9;1598;NaN;1665;
Vivaro B 1.6 CDTI BiTurbo;2014;9;1598;NaN;1665;
Zafira Tourer C 1.6 CDTI EcoFLEX Start/stop;2014;5;1598;NaN;NaN;
Corsa E 3-door OPC 1.6 Turbo ECOTEC;2014;5;1598;6,8;1218;
Astra J GTC 1.6 Turbo Ecotec;2014;5;1598;7,9;1503;
Corsa E 5-door 1.4 Turbo ECOTEC Start/stop;2014;5;1364;8,9;1199;
Adam 1.0 ECOTEC;2014;4;999;9,9;1081;
Adam Rocks 1.0 ECOTEC;2014;4;999;9,9;1081;
Meriva B (facelift 2014) 1.6 CDTI Ecotec Start/stop;2014;5;1598;9,9;NaN;
Mokka 1.6 CDTI EcoFLEX Start/stop;2014;5;1598;9,9;NaN;
Mokka 1.6 CDTI EcoFLEX Automatic;2014;5;1598;10,9;NaN;
Corsa E 3-door 1.4 Turbo ECOTEC Start/stop;2014;5;1364;11;1124;
Corsa E 5-door 1.4 Turbo ECOTEC Start/stop;2014;5;1364;11;1162;
Meriva B (facelift 2014) 1.4 Turbo Ecotec;2014;5;1364;11,5;NaN;
Meriva B (facelift 2014) 1.4 Turbo Ecotec MT;2014;5;1364;11,5;NaN;
Meriva B (facelift 2014) 1.4 LPG Turbo Ecotec;2014;5;1364;11,5;NaN;
Adam 1.0 ECOTEC;2014;4;999;11,9;1081;
Adam Rocks 1.0 ECOTEC;2014;4;999;11,9;1081;
Corsa E 3-door 1.0 Turbo ECOTEC Start&stop;2014;5;999;11,9;1088;
Corsa E 3-door 1.3 CDTI ECOTEC Start/stop;2014;5;1248;11,9;1124;
Corsa E 5-door 1.0 Turbo ECOTEC Start&stop;2014;5;999;11,9;1124;
Corsa E 5-door 1.3 CDTI ECOTEC Start/stop;2014;5;1248;11,9;1162;
Meriva B (facelift 2014) 1.4 Turbo Ecotec Automatic;2014;5;1364;11,9;NaN;
Astra J Sedan 1.6 CDTI Ecotec Start/stop;2014;5;1598;12,4;1405;
Meriva B (facelift 2014) 1.6 CDTI Ecotec Start/stop;2014;5;1598;12,5;NaN;
Meriva B (facelift 2014) 1.7 CDTI Ecotec Automatic;2014;5;1686;12,9;NaN;
Corsa E 3-door 1.4 ECOTEC;2014;5;1398;13,2;1066;
Corsa E 3-door 1.4 ECOTEC Start/stop;2014;5;1398;13,2;1066;
Corsa E 5-door 1.4 ECOTEC;2014;5;1398;13,2;1088;
Corsa E 5-door 1.4 ECOTEC Start/stop;2014;5;1398;13,2;1088;
Corsa E 3-door 1.3 CDTI ECOTEC Easytronic Start/stop;2014;5;1248;13,5;1124;
Corsa E 5-door 1.3 CDTI ECOTEC Easytronic Start/stop;2014;5;1248;13,5;1162;
Meriva B (facelift 2014) 1.3 CDTI EcoFLEX Ecotec Start/stop;2014;5;1248;13,8;NaN;
Meriva B (facelift 2014) 1.6 CDTI Ecotec Start/stop;2014;5;1598;13,8;NaN;
Corsa E 3-door 1.4 ECOTEC Automatic;2014;5;1398;13,9;1088;
Corsa E 3-door 1.4 ECOTEC Easytronic Start/stop;2014;5;1398;13,9;1066;
Corsa E 3-door 1.4 ECOTEC LPG;2014;5;1398;13,9;NaN;
Corsa E 5-door 1.4 ECOTEC LPG;2014;5;1398;13,9;1124;
Corsa E 5-door 1.4 ECOTEC Automatic;2014;5;1398;13,9;1124;
Corsa E 5-door 1.4 ECOTEC Easytronic Start/stop;2014;5;1398;13,9;1088;
Meriva B (facelift 2014) 1.4 Ecotec;2014;5;1398;13,9;NaN;
Meriva B (facelift 2014) 1.4 Ecotec Start/stop;2014;5;1398;13,9;NaN;
Corsa E 3-door 1.4 ECOTEC;2014;5;1398;14;NaN;
Corsa E 5-door 1.4 ECOTEC;2014;5;1398;14;NaN;
Corsa E 3-door 1.3 CDTI ECOTEC Start/stop;2014;5;1248;14,8;1124;
Corsa E 5-door 1.3 CDTI ECOTEC Start/stop;2014;5;1248;14,8;1162;
Corsa E 3-door 1.2 ECOTEC TWINPORT;2014;5;1229;16;1045;
Corsa E 5-door 1.2 ECOTEC TWINPORT;2014;5;1229;16;1088;
Meriva B (facelift 2014) 1.3 CDTI EcoFLEX;2014;5;1248;16,9;1393;
Astra J Sedan 1.6 CDTI Ecotec Start/stop;2014;5;1598;10,1;1450;
Meriva B (facelift 2014) 1.4 Turbo Ecotec;2014;5;1364;10,1;NaN;
Meriva B (facelift 2014) 1.4 Turbo Ecotec Start/stop;2014;5;1364;10,1;NaN;
Corsa E 3-door 1.0 Turbo ECOTEC Start&stop;2014;5;999;10,3;1088;
Corsa E 5-door 1.0 Turbo ECOTEC Start&stop;2014;5;999;10,3;1124;
Mokka 1.6 CDTI EcoFLEX AWD Start/stop;2014;5;1598;10,3;NaN;
Meriva B (facelift 2014) 1.4 Turbo Ecotec Automatic;2014;5;1364;11,1;NaN;
Meriva B (facelift 2014) 1.4 Turbo Ecotec Start/stop;2014;5;1364;11,3;NaN;
Meriva B (facelift 2014) 1.4 Turbo Ecotec Start/stop MT;2014;5;1364;11,3;NaN;
Corsa E 3-door 1.3 CDTI ECOTEC Start/stop 6M;2014;5;1248;12,3;1162;
Corsa E 5-door 1.3 CDTI ECOTEC Start/stop 6M;2014;5;1248;12,3;1162;
Astra K 1.6 EcoTec Start&stop;2015;5;1598;7;1275;
Astra K Sports Tourer 1.6 ECOTEC Start&stop;2015;5;1598;7,7;1318;
Adam S 1.4 Turbo ECOFLEX;2015;4;1364;8,5;1103;
Adam Rocks S 1.4 Turbo ECOFLEX;2015;4;1364;8,5;1103;
Astra K 1.4 EcoTec EcoFLEX Start&stop;2015;5;1399;8,5;1203;
Astra K 1.6 CDTi EcoFLEX Start&stop;2015;5;1598;8,6;1275;
Astra K Sports Tourer 1.4 ECOTEC;2015;5;1399;8,7;1247;
Astra K 1.4 EcoTec EcoFLEX Automatic Start&stop;2015;5;1399;8,9;1233;
Astra K Sports Tourer 1.4 ECOTEC EcoFLEX Start&stop;2015;5;1399;8,9;1247;
Astra K Sports Tourer 1.6 CDTi EcoFLEX Start&stop;2015;5;1598;8,9;1360;
Corsa E 3-door 1.4 Turbo ECOTEC Start/stop;2015;5;1364;8,9;1139;
Astra K Sports Tourer 1.4 ECOTEC EcoFLEX Automatic Start&stop;2015;5;1399;9,4;1275;
Insignia Hatchback (facelift 2013) 2.0 CDTI Automatic;2015;5;1956;9,4;1589;
Insignia Hatchback (facelift 2013) 2.0 CDTI;2015;5;1956;9,4;1589;
Insignia Sedan (facelift 2013) 2.0 CDTI Automatic;2015;5;1956;9,4;1599;
Insignia Sedan (facelift 2013) 2.0 CDTI;2015;5;1956;9,4;1589;
Astra K 1.4 EcoTec EcoFLEX Start&stop;2015;5;1399;9,5;1203;
Astra K 1.6 CDTi EcoFLEX Start&stop;2015;5;1598;9,6;1285;
Astra K Sports Tourer 1.4 ECOTEC;2015;5;1399;9,6;1247;
Astra K 1.6 CDTi Automatic;2015;5;1598;9,7;1289;
Zafira Tourer C 2.0 CDTI EcoFLEX Start/stop;2015;5;1956;9,8;NaN;
Astra K Sports Tourer 1.4 ECOTEC EcoFLEX Start&stop;2015;5;1399;9,9;1247;
Insignia Country Tourer 2.0 CDTI EcoFLEX;2015;5;1956;9,9;NaN;
Insignia Country Tourer 2.0 CDTI Automatic;2015;5;1956;9,9;NaN;
Insignia Hatchback (facelift 2013) 2.0 CDTI AWD Automatic;2015;5;1956;9,9;1589;
Insignia Hatchback (facelift 2013) 2.0 CDTI AWD;2015;5;1956;9,9;1658;
Insignia Sedan (facelift 2013) 2.0 CDTI AWD Automatic;2015;5;1956;9,9;1713;
Insignia Sedan (facelift 2013) 2.0 CDTI AWD;2015;5;1956;9,9;1713;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI Automatic;2015;5;1956;9,9;1665;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI;2015;5;1956;9,9;1658;
Zafira Tourer C 2.0 CDTI Automatic;2015;5;1956;9,9;NaN;
Insignia Country Tourer 2.0 CDTI AWD Automatic;2015;5;1956;10,4;NaN;
Insignia Country Tourer 2.0 CDTI AWD EcoFLEX;2015;5;1956;10,4;NaN;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI AWD Automatic;2015;5;1956;10,4;1826;
Insignia Sports Tourer (facelift 2013) 2.0 CDTI AWD;2015;5;1956;10,4;1790;
Insignia Hatchback (facelift 2013) 1.6 CDTI Automatic;2015;5;1598;10,9;1548;
Insignia Hatchback (facelift 2013) 1.6 CDTI;2015;5;1598;10,9;1496;
Insignia Sedan (facelift 2013) 1.6 CDTI;2015;5;1598;10,9;1496;
Insignia Sedan (facelift 2013) 1.6 CDTI Automatic;2015;5;1598;10,9;1548;
Zafira Tourer C 2.0 CDTI Automatic;2015;5;1956;10,9;NaN;
Astra K 1.6 CDTi;2015;5;1598;11;1285;
Astra K 1.6 CDTi EcoFLEX Start&stop;2015;5;1598;11;1285;
Astra K Sports Tourer 1.6 CDTi EcoFLEX Start&stop;2015;5;1598;11,4;1328;
Astra K Sports Tourer 1.6 CDTi;2015;5;1598;11,4;1328;
Insignia Sports Tourer (facelift 2013) 1.6 CDTI Automatic;2015;5;1598;11,4;1626;
Astra K Sports Tourer 1.0 ECOTEC EcoFLEX Start&stop;2015;5;999;11,7;1213;
Insignia Hatchback (facelift 2013) 1.6 CDTI;2015;5;1598;11,9;1521;
Insignia Sedan (facelift 2013) 1.6 CDTI;2015;5;1598;11,9;1521;
Insignia Sports Tourer (facelift 2013) 1.6 CDTI;2015;5;1598;12,4;1589;
Insignia Sports Tourer (facelift 2013) 1.6 CDTI;2015;5;1598;12,4;1589;
Mokka 1.6 CDTI EcoFLEX;2015;5;1598;12,5;1374;
Astra K 1.0 EcoTec EcoFLEX Easytronic Start&stop;2015;5;999;12,7;1198;
Astra K 1.6 CDTi;2015;5;1598;12,7;1270;
Astra K Sports Tourer 1.0 ECOTEC EcoFLEX Easytronic Start&stop;2015;5;999;12,9;1213;
Astra K Sports Tourer 1.6 CDTi;2015;5;1598;12,9;1313;
Astra K 1.4;2015;5;1399;13,4;1169;
Astra K Sports Tourer 1.4;2015;5;1399;13,9;1198;
Karl 1.0;2015;5;999;13,9;864;
Karl 1.0 EcoFLEX Start/stop;2015;5;999;13,9;864;
Combo Tour D 1.6 CDTI EcoFLEX;2015;5;1598;14,3;NaN;
Combo Tour D 1.6 CDTI;2015;5;1598;14,3;NaN;
Karl 1.0 Easytronic;2015;5;999;14,9;864;
Karl 1.0 LPG (75/73 Hp) EcoFLEX;2015;5;999;14,9;950;
Astra K 1.4 EcoTec;2015;5;1399;8,3;1203;
Astra K 1.4 EcoTec;2015;5;1399;9,2;1203;
Astra K Sports Tourer 1.6 CDTi EcoFLEX Start&stop;2015;5;1598;10,1;1328;
Astra K Sports Tourer 1.6 CDTi Automatic;2015;5;1598;10,1;1350;
Cascada 2.0 CDTI (170 PS) Start/Stop;2015;4;1956;10,3;1701;
Astra K 1.0 EcoTec EcoFLEX Start&stop;2015;5;999;11,2;1198;
Zafira Tourer C (facelift 2016) 1.6 Turbo ECOTEC;2016;5;1598;8,8;1589;
Zafira Tourer C (facelift 2016) 1.6 Turbo ECOTEC Automatic;2016;5;1598;9,6;1626;
Mokka X 1.4 ECOTEC AWD Automatic Start/Stop;2016;5;1399;9,7;1406;
Zafira Tourer C (facelift 2016) 2.0 CDTI EcoFLEX;2016;5;1956;9,8;1673;
Mokka X 1.4 EcoFLEX Turbo Start/Stop;2016;5;1364;9,9;1319;
Mokka X 1.4 EcoFLEX Turbo Start/Stop;2016;5;1364;9,9;1370;
Mokka X 1.6 CDTI EcoFLEX Start/Stop;2016;5;1598;9,9;1374;
Mokka X 1.4 Turbo Automatic;2016;5;1364;10,7;1334;
Zafira Tourer C (facelift 2016) 1.4 EcoFLEX Turbo;2016;5;1364;10,7;1553;
Zafira Tourer C (facelift 2016) 1.4 Turbo;2016;5;1364;10,8;1553;
Mokka X 1.6 CDTI Automatic;2016;5;1598;10,9;1387;
Zafira Tourer C (facelift 2016) 1.4 Turbo Automatic;2016;5;1364;10,9;1553;
Zafira Tourer C (facelift 2016) 1.6 CNG EcoFLEX;2016;5;1598;11,5;1641;
Zafira Tourer C (facelift 2016) 1.4 EcoFLEX Turbo EcoFLEX;2016;5;1364;11,8;1553;
Zafira Tourer C (facelift 2016) 1.4 LPG EcoFLEX;2016;5;1364;11,8;1604;
Mokka X 1.6 CDTI EcoFLEX Start/Stop;2016;5;1598;11,9;1374;
Zafira Tourer C (facelift 2016) 1.4 Turbo;2016;5;1364;11,9;1553;
Mokka X 1.6 EcoFLEX Start/Stop;2016;5;1598;12,5;1280;
Zafira Tourer C (facelift 2016) 2.0 CDTI Automatic;2016;5;1956;10,1;1728;
Mokka X 1.4 EcoFLEX LPG;2016;5;1364;10,2;1375;
Mokka X 1.6 CDTI EcoFLEX AWD Start/Stop;2016;5;1598;10,3;1429;
Zafira Tourer C (facelift 2016) 2.0 CDTI Automatic;2016;5;1956;12,2;1713;
Insignia Sports Tourer II 2.0 Turbo AWD Automatic;2017;5;1998;7,5;1608;
Insignia Grand Sport 2.0 CDTI;2017;5;1956;8,7;1507;
Insignia Grand Sport 1.5 Turbo;2017;5;1490;8,9;1365;
Insignia Sports Tourer II 2.0 CDTI;2017;5;1956;8,9;1558;
Insignia Grand Sport 1.5 Turbo Automatic;2017;5;1490;9,4;1397;
Insignia Sports Tourer II 1.5 Turbo Automatic;2017;5;1490;9,6;1447;
Insignia Grand Sport 1.5 Turbo;2017;5;1490;9,9;1365;
Insignia Grand Sport 1.5 EcoTEC Turbo;2017;5;1490;9,9;1381;
Insignia Grand Sport 1.6 CDTI;2017;5;1598;10,5;1428;
Crossland X 1.2 ECOTEC Turbo;2017;5;1199;10,6;1170;
Insignia Grand Sport 1.6 CDTI Automatic;2017;5;1598;10,9;1447;
Crossland X 1.6;2017;5;1560;11,6;1203;
Insignia Grand Sport 1.6 CDTI EcoTEC;2017;5;1598;11,6;1428;
Insignia Grand Sport 2.0 Turbo AWD Automatic;2017;5;1998;7,3;1574;
Crossland X 1.2 Turbo;2017;5;1199;9,1;1199;
Insignia Sports Tourer II 1.5 Turbo;2017;5;1490;9,2;1412;
Insignia Sports Tourer II 1.5 EcoTEC Turbo;2017;5;1490;10,2;1412;
Insignia Sports Tourer II 1.5 Turbo;2017;5;1490;10,2;1412;
